id,updatefor,status,zonaloffice,company,incidentnumber,incidentdate,reportdate,contaminant,estimatedquantity,quantityrecovered,spillstopdate,typeoffacility,cause,initialcontainmentmeasures,sitelocationname,latitude,longitude,lga,estimatedspillarea,spillareahabitat,descriptionofimpact,statesaffected,attachments,formadate,formbdate,formcdate,jivdate,jivpresent,cleanupdate,cleanupcompleteddate,cleanupmethods,postcleanupinspectiondate,postimpactassessmentdate,remediationstart,remediationend,remediationtype,finalsamplingdate,finallabresultsdate,certificatedate,certificatenumber,lastupdatedby
6010,6010,confirmed,,SPDC,2007_00146,2007-05-14,,cr,8,,,,eqf,,"KRAKAMA WELL 8S",,,,,sw,,RI,[],,,,2007-05-17,,,,,,,,,,2010-05-05,,2011-02-22,NOSDRA//RS/000527,"NOSDRA, 2015-02-02 AB009"
6011,,confirmed,,SPDC,2007_00142,2007-05-14,,cr,20,,,,sab,,"20"" RUMUEKPE-NKPOKU TL AT IBAA",,,,,la,,RI,,,,,2007-05-14,,,,,,,,,,2009-10-28,,,,NOSDRA
6012,6012,confirmed,,SPDC,2007_00162,2007-05-15,,,,,,,,,"Bel- W/1TN",,,,,,,RI,[],,,,,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000465,"NOSDRA, 2014-12-17 AB009"
6013,,confirmed,,SPDC,2007_00159,2007-05-19,,,,,,,,,"Egbema West W/4S Flowline plug valve",,,,,,,IM,,,,,,,,,,,,,,,,,,,NOSDRA
6014,,confirmed,,SPDC,2007_00164,2007-05-20,,cr,306,,,,sab,,"BELEMA W/5L, W/7S, W/1T",4.395833,6.659778,"Akuku Toru",,sw,,RI,,,,,2007-05-22,,,,,,,,,,,,,,NOSDRA
6015,,confirmed,,SPDC,2007_00165,2007-05-20,,,,,,,,,Bel-W/7S,,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6016,,confirmed,,SPDC,2007_00150,2007-05-20,,cr,25,,,,eqf,,"CACW 2 WELL 29T",,,,,sw,,RI,,,,,2007-06-08,,,,,,,,,,,,,,NOSDRA
6017,,confirmed,,SPDC,2007_00160,2007-05-21,,cr,,,,,sab,,"OGUTA WELL 23S F/L",,,,,la,,IM,,,,,2007-05-24,,,,,,,,,,,,,,NOSDRA
6018,,confirmed,,SPDC,2007_00168,2007-05-23,,,,,,,,,"18"" Soku- Buguma T/L @ Bokiama",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6019,,confirmed,,SPDC,2007_00175,2007-05-23,,cr,10,,,,sab,,"AKASO F/S",,,,,la,,RI,,,,,2007-06-01,,,,,,,,,,,,,,NOSDRA
6020,,confirmed,,SPDC,2007_00167,2007-05-23,,cr,150,,,,sab,,"8"" UBIE D/L AT UKPELEDE",,,,,la,,RI,,,,,2007-05-23,,,,,,,,,,2010-07-07,,,,NOSDRA
6021,,confirmed,,SPDC,,2007-05-23,,,,,,,,,"14"" OKORDIA/RUMUEKPE AT UKPELEDE",,,,,,,RI,,,,,,,,,,,,,,,2010-07-07,,,,NOSDRA
6022,,confirmed,,SPDC,2007_00166,2007-05-25,,cr,16,,,,sab,,"SOKU WELL 22",,,,,sw,,RI,,,,,2007-07-12,,,,,,,,,,,,,,NOSDRA
6023,,confirmed,,SPDC,2007_00174,2007-05-25,,cr,22,,,,eqf,,"BUGUMA MANIFOLD@BUGUMA",,,,,sw,,RI,,,,,2007-05-25,,,,,,,,,,,,,,NOSDRA
6024,6024,confirmed,wa,SPDC,,2007-05-26,2007-05-28,CON,12,,,pl,sab,tr,"10'' UTOROGU-UPS T/L@UGHEVWUGHE. UGHELLI SOUTH L.G.A., DELTA STATE.",5.4982689,5.9212611,Ughelli-South,,la,"OIL STAINED FARMLAND AND WITHERING VEGETATION WERE SIGHTED.",DE,[],2007-06-05,2007-06-15,,2007-05-28,"nosdra,mnstry,cmmnt,cmpny",2007-06-06,,MANUAL/MECHANICAL.,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-07-11 AB008"
6025,,confirmed,,SPDC,"2007_00177/ 2007_00177 A",2007-05-26,,cr,800,,,,cor,,"24"" NCTL AT NEMBE 4",,,,,sw,,BY,,,,,2007-05-29,,,,,,,,,,,,,,NOSDRA
6026,6026,confirmed,wa,SPDC,,2007-05-27,2007-05-18,cr,1,,,,sab,bm,"ORONI WELL 7 (IGBIDE COMMUNITY).",5.352194,6.166667,Isoko-South,,la,"Vegetation was impacted, the spill was within the company's right of way.",DE,[],,,,2007-12-18,"nosdra,cmpny,cmmnt",,,,,,,,,,,,,"NOSDRA, 2019-06-10 WA003, 2020-03-05 WA003"
6027,6027,confirmed,,SPDC,2007_00171,2007-05-27,,cr,7,,,,sab,,"36"" RUMUEKPE M/F NEAR AGBADA",,,,,la,,RI,[],,,,2007-05-31,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000581,"NOSDRA, 2015-02-03 AB008"
6028,,confirmed,,SPDC,2007_00176,2007-05-29,,cr,10,,,,ome,,"OGUTA WELL 12",,,,,la,,IM,,,,,2007-06-11,,,,,,,,,,2009-07-16,,,,NOSDRA
6029,6029,confirmed,,SPDC,2007_00173,2007-05-29,,,,,,,,,"24"" Nkpoku - Ogale @ Ogale",,,,,,,RI,[],,,,,,,,,2015-02-27,,2012-02-15,2014-09-05,AABT,,,,,"NOSDRA, 2017-02-01 AB009"
6030,,confirmed,,SPDC,,2007-05-30,,cr,5,,,,eqf,,"OTAMIRI WELL 5L P/LINE",,,,,la,,RI,,,,,2007-06-12,,,,,,,,,,,,,,NOSDRA
6031,,confirmed,,SPDC,,2007-05-30,,cr,5,,,,sab,,"OTAMIRI W/5 LS AT UMUWADA",,,,,la,,RI,,,,,2007-07-03,,,,,,,,,,,,,,NOSDRA
6032,6032,confirmed,,SPDC,2007_00172,2007-05-30,,cr,10,,,,sab,,"12"" ADIBAWA D/L AT IKARAMA",,,,,sw,,RI,[],,,,,,,,,,,,,,2009-11-03,,2011-02-22,NOSDRA/RS/000451,"NOSDRA, 2014-12-17 AB009"
6034,6034,confirmed,,SPDC,2007_00220,2007-06-01,,cr,40,,,,sab,,"21"" KOLO CREEK-RUMUEKPE T/L AT ODAU",,,,,la,,RI,[],,,,2007-06-01,,,,,,,,,,2011-06-01,,2013-02-11,"NOSDRA\RS\000930","NOSDRA, 2015-02-05 AB008"
6035,,confirmed,,SPDC,2007_00186,2007-06-01,,cr,,,,,sab,,"AGBADA 2",,,,,la,,RI,,,,,2007-06-02,,,,,,,,,,,,,,NOSDRA
6036,,confirmed,,SPDC,2007_00184,2007-06-01,,cr,,,,,sab,,"AGBADA 2 WELL 36L",,,,,la,,RI,,,,,2007-06-07,,,,,,,,,,,,,,NOSDRA
6037,,confirmed,,SPDC,2007_00187,2007-06-02,,cr,0.03,,,,sab,,"IMO RIVER 1 W43S F/L",,,,,la,,RI,,,,,2007-06-08,,,,,,,,,,,,,,NOSDRA
6038,6038,confirmed,,SPDC,2007_00181,2007-06-02,,cr,25,,,,sab,,"ADIBAWA 12"" D/L IKARAMA",,,,,la,,RI,[],,,,2007-06-12,,,,,,,,,,2009-11-03,,2011-02-22,NOSDRA/RS/000452,"NOSDRA, 2014-12-17 AB009"
6039,6039,confirmed,wa,SPDC,,2007-06-04,2007-06-04,CON,10,,,pl,sab,bm,"10'' UTOROGU - UPS T/L AT OTOR-EDO. UGHELLI SOUTH L.G.A., DELTA STATE.",5.473514,5.900056,Ughelli-South,,,"WITHERING VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],,2007-07-31,,2007-06-13,"nosdra,cmmnt,cmpny",,,MANUAL/MECHANICAL,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-07-11 AB008"
6040,6040,confirmed,wa,SPDC,,2007-06-04,2007-06-04,CON,2,,,TRUNKLINE,sab,,"10'' UTOROGU TRUNK LINE @ UGHEVWUGHE. UGHELLI SOUTH L.G.A., DELTA STATE.",5.4846111,5.9100219,Ughelli-South,,la,"OIL STAINED VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],2007-06-06,2007-07-31,,2007-06-06,"nosdra,mnstry,cmmnt,cmpny",,,MANUAL/MECHANICAL.,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-07-11 AB008"
6041,6041,confirmed,,SPDC,2007_00194,2007-06-04,,cr,50,,,,sab,,"10"" DIEBU CRK D/L AT NANGIAMA",,,,,sw,,BY,[],,,,2007-06-09,,,,,2010-04-30,,,,,2010-05-20,,2011-02-22,NOSDRA//RS/000510,"NOSDRA, 2015-02-02 AB009"
6042,,confirmed,,SPDC,2007_00191,2007-06-04,,,,,,,,,"18"" Soku-Buguma @ Ezeikina",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6043,,confirmed,,SPDC,2007_00227,2007-06-04,,,,,,,,,"18"" soku-Buguma T/L  @ Buguma",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6044,,confirmed,,SPDC,2007_00190,2007-06-04,,,,,,,,,"18"" Soku-Buguma @ Obonoma",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6045,,confirmed,,SPDC,2007_00189,2007-06-04,,cr,0.16,,,,sab,,"36"" RUMUEKPE-NKPOKU TNP",,,,,la,,RI,,,,,2007-12-26,,,,,,,,,,,,,,NOSDRA
6046,,confirmed,,SPDC,2007_00192,2007-06-04,,cr,2,,,,sab,,"18"" SOKU-BUGUMA T/L@GOGOAMA",,,,,sw,,RI,,,,,2007-06-26,,,,,,,,,,,,,,NOSDRA
6047,,confirmed,,SPDC,2007_00193,2007-06-04,,cr,2,,,,sab,,"18"" SOKU-BUGUMA T/L@AYIAMA",,,,,sw,,RI,,,,,2007-06-24,,,,,,,,,,,,,,NOSDRA
6048,6048,confirmed,,SPDC,2007_00195,2007-06-04,,cr,5,,,,sab,,"10"" DIEBU CRK-NUNR AT EKOWE",,,,,la,,RI,[],,,,2007-06-09,,,,,,,,,,2010-05-19,,2011-02-22,NOSDRA//RS/000511,"NOSDRA, 2015-02-02 AB009"
6049,6049,confirmed,,SPDC,2007_00182,2007-06-05,,cr,75,,,,sab,,"14"" ADIBAWA D/L AT IKARAMA",,,,,la,,RI,[],,,,2007-06-06,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000484,"NOSDRA, 2014-12-23 AB009"
6050,6050,confirmed,,SPDC,2007_00278,2007-06-05,,cr,,,,,sab,,"14'' OKORDIA RUMUEKPE TNP",,,,,la,,RI,[],,,,2007-06-25,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000487,"NOSDRA, 2014-12-23 AB009"
6051,,confirmed,,SPDC,2007_00199,2007-06-07,,cr,,,,,sab,,"AGBADA WELL 11",,,,,la,,RI,,,,,2007-06-07,,,,,,,,,,,,,,NOSDRA
6052,6052,confirmed,wa,SPDC,,2007-06-10,2007-06-10,CON,1,,,pl,sab,,"10'' OBEN-AMUKPE T/L AT MOSOGAR. ETHIOPE WEST L.G.A., DELTA STATE.",5.887942,5.739544,Ethiope-West,,la,"OIL STAINED VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-06-26,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6053,6053,confirmed,wa,SPDC,,2007-06-10,2007-06-10,CON,0.6289,,,pl,sab,,"10'' OBEN - AMUKPE T/L AT MOSOGAR. ETHIOPE WEST L.G.A., DELTA STATE.",5.883894,5.733244,Ethiope-West,,la,"OIL STAINED FARMLAND WAS SIGHTED, THE SPILL WAS WITHIN THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-06-14,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6054,6054,confirmed,wa,SPDC,,2007-06-10,,CON,1,,,,sab,,"10'' OBEN - AMUKPE T/L @ MOSOGAR",5.887958,5.739539,Ethiope-West,,la,,DE,[],,,,2007-06-10,,,,,,,,,,,,,,"NOSDRA, 2019-06-10 WA003"
6055,6055,confirmed,wa,SPDC,,2007-06-10,2007-06-10,CON,2,,,pl,sab,,"10'' OBEN - AMUKPE T/L @ MOSOGAR.ETHIOPE WEST L.G.A., DELTA STATE.",5.898528,5.749853,Ethiope-West,,la,"OIL STAINED FARMLAND AND VEGETATION WERE SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],2007-06-11,,,2007-06-27,"nosdra,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6056,6056,confirmed,wa,SPDC,,2007-06-10,2007-06-10,CON,0.1,,,TRUNKLINE,sab,,"10'' OBEN - AMUKPE T/L @ MOSOGAR. ETHIOPE WEST L.G.A., DELTA STATE.",5.917744,5.768636,Ethiope-West,,,"OIL STAINED SOIL WAS SIGHTED, THE SPILL WAS WITHIN THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-06-28,"nosdra,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6057,,confirmed,,SPDC,2007_00202,2007-06-10,,cr,5,,,,sab,,"W21 LIMA EKULAMA",,,,,sw,,RI,,,,,2007-06-15,,,,,,,,,,,,,,NOSDRA
6058,6058,confirmed,,SPDC,2007_00197,2007-06-10,,cr,30,,,,sab,,"ADIBAWA 12"" D/L IKARAMA",,,,,la,,RI,[],,,,2007-06-12,,,,,,,,,,2011-03-28,,2013-02-11,"NOSDRA\RS\000927","NOSDRA, 2015-02-05 AB008"
6059,6059,confirmed,,SPDC,2007_00203,2007-06-10,,cr,100,,,,sab,,"ADIBAWA 14"" F/L IKARAMA",,,,,la,,RI,[],,,,2007-06-13,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000453,"NOSDRA, 2014-12-17 AB009"
6060,,confirmed,,SPDC,2007_00225,2007-06-12,,cr,2,,,,sab,,"W24  LIMA EKULAMA",,,,,sw,,RI,,,,,2007-06-15,,,,,,,,,,,,,,NOSDRA
6061,6061,confirmed,wa,SPDC,,2007-06-13,2007-06-14,CON,3,,,pl,sab,,"10'' UTOROGU - UPS T/L @ IWHREKAN. UGHELLI SOUTH L.G.A., DELTA STATE.",5.4589219,5.8900689,Ughelli-South,,la,"OIL STAINED AND WITHERING VEGETATION WERE SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-06-15,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6062,6062,confirmed,,SPDC,2007_00214,2007-06-18,,cr,60,,,,sab,,"24"" TNP@KEDERE",4.638883,7.277944,Gokana,,la,,RI,[],,,,2007-08-03,,,,,,,,,,2011-04-04,,2013-02-11,"NOSDRA\RS\000928","NOSDRA, 2015-02-05 AB008"
6063,6063,confirmed,,SPDC,2007_00215,2007-06-19,,cr,15,,,,sab,,"28"" NKPOKU-BOMU TNP",4.696972,7.249833,Gokana,,la,,RI,[],,,,2007-08-31,,,,,,,,,,,,2013-02-11,"NOSDRA\RS\000929","NOSDRA, 2015-02-05 AB008"
6064,6064,confirmed,,SPDC,2007_00204,2007-06-19,,cr,70,,,,sab,,"12"" ADIBAWA D/L AT IKARAMA",,,,,sw,,RI,[],,,,,,,,,,,,,,2009-11-04,,2011-02-22,NOSDRA/RS/000454,"NOSDRA, 2014-12-17 AB009"
6065,6065,confirmed,,SPDC,2007_00312,2007-06-19,,cr,100,,,,sab,,"24"" TNP@BERA-OGONI",,,,,la,,RI,[],,,,2007-09-17,,,,,,,,,,2011-06-03,,2015-04-08,NOSDRA/RS/001708,"NOSDRA, 2016-01-06 AB009"
6066,,confirmed,,SPDC,2007_00218,2007-06-19,,ch,,,,,sab,,"OBEAKPO WELL 7",,,,,la,,RI,,,,,2007-06-24,,,,,,,,,,,,,,NOSDRA
6067,,confirmed,,SPDC,2007_00211,2007-06-20,,,,,,,,,"Flow line riser section of  Diebu creek",,,,,,,BY,,,,,,,,,,,,,,,,,,,NOSDRA
6068,,confirmed,,SPDC,2007_00213,2007-06-20,,cr,5000,,,,sab,,"20'' BUGUMA-ALAKIRI T/L",,,,,,,RI,,,,,2007-07-04,,,,,,,,,,,,,,NOSDRA
6069,,confirmed,,SPDC,2007_00232,2007-06-21,,cr,2,,,,sab,,"18"" SOKU-BUGUMA T/L@ABONIMA",,,,,sw,,RI,,,,,2007-06-28,,,,,,,,,,,,,,NOSDRA
6070,,confirmed,,SPDC,2007_00212,2007-06-22,,cr,10,,,,eqf,,"DIEBU CRK F/S STATION AT NUN RIVER",,,,,sw,,BY,,,,,2007-07-21,,,,,,,,,,,,,,NOSDRA
6071,6071,confirmed,,SPDC,2007_00208,2007-06-22,,,,,,,,,"10"" DIEBU CRK-NUNR T/L AT NANGIAMA",,,,,,,BY,[],,,,,,,,,2010-04-30,,,,,2010-05-20,,2011-02-22,NOSDRA//RS/000512,"NOSDRA, 2015-02-02 AB009"
6072,6072,confirmed,,SPDC,2007_00209,2007-06-22,,cr,80,,,,sab,,"EKOWE SITE 1 AND 2",,,,,sw,,RI,[],,,,2007-06-26,,,,,,,,,,2010-05-20,,2011-02-22,NOSDRA//RS/000513,"NOSDRA, 2015-02-02 AB009"
6073,6073,confirmed,,SPDC,2007_00230,2007-06-26,,cr,,,,,eqf,,"BONNY F/S",,,,,sw,,RI,[],,,,2007-07-02,,,,,,,,,,2010-11-02,,2011-02-22,NOSDRA/RS/000575,"NOSDRA, 2015-02-02 AB009"
6074,,confirmed,,SPDC,2007_00216,2007-06-26,,cr,,,,,sab,,"14"" OKORDIA-RUMUEKPE TNP",,,,,la,,RI,,,,,2007-06-28,,,,,,,,,,2010-08-28,,,,NOSDRA
6075,6075,confirmed,,SPDC,2007_00219,2007-06-26,,cr,,,,,eqf,,"BONNY F/S",,,,,sw,,RI,[],,,,2007-07-02,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000576,"NOSDRA, 2015-02-02 AB009"
6076,6076,confirmed,,SPDC,2007_00217,2007-06-27,,,,,,,,,"14"" OKORDIA-RUMUEKPE T/L AT EDOHA",,,,,,,RI,[],,,,,,,,,,,,,,2010-05-17,,2011-02-22,NOSDRA//RS/000497,"NOSDRA, 2015-02-02 AB009"
6077,6077,confirmed,wa,SPDC,,2007-06-29,2007-06-29,CON,2,,2007-06-29,pl,sab,,"10'' UTOROGU - UPS T/L @UGHEWUGHE. EGHELLI SOUTH L.G.A., DELTA STATE.",5.503867,5.927447,Ughelli-South,,la,"OIL STAINED VEGETATION WAS SIGHTED.",DE,[],2007-06-29,2007-07-31,,2007-07-02,"nosdra,mnstry,cmmnt,cmpny",,,MANUAL/MECHANICAL.,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6078,6078,confirmed,wa,SPDC,,2007-07-03,2007-07-04,CON,4,,2007-07-11,TRUNKLINE,sab,,"10'' UTOROGU - UPS T/L @ EDJOPHE. UGHELLI SOUTH L.G.A., DELTA STATE.",5.470164,5.897267,Ughelli-South,,la,"OIL STAINED VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],2007-07-11,2007-07-31,,2007-07-11,"nosdra,mnstry,cmmnt,cmpny",,,MANUAL/MECHANICAL,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6079,,confirmed,,SPDC,2007_00233,2007-07-03,,,,,,,,,"18"" soku-Buguma T/L  @ Obonoma",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6080,6080,confirmed,,SPDC,2007_00226,2007-07-03,,cr,7,,,,sab,,"18"" SOKU-BUGUMA AT ANGIAMA",,,,,sw,,RI,[],,,,2007-12-05,,,,,,,,,,2010-10-08,,2011-02-22,NOSDRA/RS/000566,"NOSDRA, 2015-02-03 AB008"
6081,6081,confirmed,,SPDC,2007_00224,2007-07-03,,cr,500,,,,sab,,"14'' OKORDIA RUMUEKPE @ UKPELEDIA",,,,,la,,RI,[],,,,2007-07-05,,,,,,,,,,2010-07-07,,2011-02-22,NOSDRA/RS/000562,"NOSDRA, 2015-02-03 AB008"
6082,6082,confirmed,,SPDC,2007_00234,2007-07-05,,cr,150,,,,sab,,"12"" OKORDIA-ADEBAWA@IKARAMA",,,,,iw,,BY,[],,,,2007-07-06,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000455,"NOSDRA, 2014-12-17 AB009"
6083,6083,confirmed,wa,SPDC,,2007-07-06,2007-07-06,cr,1,,,pl,sab,,"10'' OBEN - AMUKPE T/L @ MOSOGAR. ETHIOPE WEST L.G.A., DELTA STATE.",5.8765639,5.2235750,"Ethiope West",,sw,"OIL STAINED VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],2007-07-06,,,2007-07-10,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6084,,confirmed,,SPDC,,2007-07-06,,,,,,,,,"16"" NUNR-KOLO CRK TL AT IGIEBIRI",,,,,,,BY,,,,,,,,,,,,,,,2010-05-22,,,,NOSDRA
6085,,confirmed,,SPDC,2007_00245,2007-07-07,,,,,,,sab,,"EGBEM-WEST W/9L PLUG VALVE",,,,,,,IM,,,,,,,,,,,,,,,2009-10-22,,,,NOSDRA
6086,,confirmed,,SPDC,2007_00253,2007-07-07,,cr,10,,,,sab,,"UGADA WELL1",,,,,la,,RI,,,,,2007-07-10,,,,,,,,,,,,,,NOSDRA
6087,6087,confirmed,,SPDC,2007_00244,2007-07-07,,cr,25,,,,,,"UGADA WELL",,,,,sw,,RI,[],,,,2007-07-10,,,,,,,,,,,,,,"NOSDRA, 2019-04-27 PH002"
6088,,confirmed,,SPDC,2007_00241,2007-07-07,,cr,60,,,,eqf,,"KRAKAMA F/S @ BILLE",,,,,sw,,RI,,,,,2007-07-18,,,,,,,,,,,,,,NOSDRA
6089,,confirmed,,SPDC,2007_00276,2007-07-08,,,2,,,,,,"24'' NCTL NEMBE",,,,,sw,,BY,,,,,2007-07-10,,,,,,,,,,,,,,NOSDRA
6091,6091,confirmed,,SPDC,2007_00249,2007-07-13,,cr,30,,,,sab,,"8'' UBIE D/L @ IDU-EKPEYE",5.107111,6.556056,"Ahoada West",,la,,RI,[],,,,2007-07-14,,,,,,,,,RENA,2011-08-24,,2013-02-11,NOSDRA/RS/000931,"NOSDRA, 2015-02-05 AB008, 2016-01-05 AB008"
6092,6092,confirmed,wa,SPDC,,2007-07-13,2007-07-13,CON,0.3145,,,TRUNKLINE,sab,,"10'' UTOROGU UPS T/L @EDJOPHE. UGHELLI SOUTH L.G.A., DELTA STATE.",5.4717169,5.8984811,Ughelli-South,,la,"OIL STAINED VEGETATION AND SURFACE WATER WERE SIGHTED, THE SPILL WAS WITHIN THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-07-24,"nosdra,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6093,6093,confirmed,wa,SPDC,,2007-07-13,2007-07-13,CON,20,,,pl,sab,,"10'' UTOROGU - UPS T/L @ UGHEWUGHE. EGHELLI SOUTH L.G.A., DELTA STATE.",5.4982919,5.9209939,Ughelli-South,,la,"OIL STAINED VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-07-23,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6094,6094,confirmed,,SPDC,2007_00250,2007-07-13,,cr,150,,,,sab,,"10"" DIEBU CRK",,,,,sw,,BY,[],,,,2007-11-30,,,,,,,,,,2010-05-20,,2011-02-22,NOSDRA//RS/000514,"NOSDRA, 2015-02-02 AB009"
6095,6095,confirmed,,SPDC,2007_00251,2007-07-13,,cr,150,,,,eqf,,"16"" NUNR-KOCR T/L",,,,,sw,,BY,[],,,,2007-11-16,,,,,,,,,,2010-05-20,,2011-02-22,NOSDRA//RS/000515,"NOSDRA, 2015-02-02 AB009"
6096,,confirmed,,SPDC,2007_00252,2007-07-13,,cr,200,,,,sab,,"16'' NUN RIVER @ IGBEIBIRI",,,,,sw,,BY,,,,,2007-07-23,,,,,,,,,,2009-11-05,,,,NOSDRA
6097,6097,confirmed,wa,SPDC,,2007-07-13,,CON,4.5598,,,,sab,,"10'' UTOROGU - UPS T/L MOSOGER",,,,,la,,DE,[],,,,2007-07-13,,,,,,,,,,,,,,"NOSDRA, 2019-06-10 WA003"
6098,6098,confirmed,wa,SPDC,,2007-07-14,2007-07-14,cr,3,,,TRUNKLINE,sab,tr,"24'' UPS - RAPELE T/L @ UGBOMORO. UVWIE L.G.A., DELTA STATE.",5.566194,5.844169,Uvwie,,la,"OIL STAINED SOIL WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],2007-07-30,,,2007-08-01,"nosdra,dpr,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-07 WA002, 2019-06-25 AB008"
6099,6099,confirmed,,SPDC,2007_00255,2007-07-18,,cr,2,,,,sab,,"W5 LIMA F/L TO IMO/R3 FS",,,"UKWA WEST",,la,,AB,[],,,,2007-07-19,,,,,,,,,,2011-05-26,,2013-02-11,"NOSDRA\RS\000932","NOSDRA, 2015-02-05 AB008"
6100,,confirmed,,SPDC,2007_00269,2007-07-18,,,,,,,,,"28"" Sanbarth-CAWC2 T/L @ CAWC",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
6101,6101,confirmed,,SPDC,2007_00256,2007-07-19,,,,,,,,,"12"" Adibawa D/L @ Ikarama",,,,,,,RI,[],,,,,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000456,"NOSDRA, 2014-12-17 AB009"
6102,6102,confirmed,,SPDC,2007_00254,2007-07-20,,,,,,,,,"Egbema west W/4S Flowline valve",,,,,,,IM,[],,,,,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000444,"NOSDRA, 2014-12-03 AB008"
6103,6103,confirmed,wa,SPDC,,2007-07-21,2007-07-21,cr,1,,,fl,cor,bm,"WELL 10 OTUMARA FLOW STATION. WARRI SOUTH-WEST L.G.A., DELTA STATE.",5.656861,5.140194,Warri-South-West,,sw,"OIL STAINED VEGETATION WAS SIGHTED, THE SPILL WAS WITHIN AND OUTSIDE THE COMPANY'S RIGHT OF WAY.",DE,[],,,,2007-12-18,"nosdra,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-03-12 WA002, 2019-06-25 AB008"
6104,6104,confirmed,,SPDC,2007_00263,2007-07-22,,cr,50,,,,eqf,,"OKORDIA MANIFOLD @ IKARAMA",,,,,la,,RI,[],,,,2007-07-26,,,,,,,,,,,,2011-02-22,NOSDRA/RS/000462,"NOSDRA, 2014-12-17 AB009"
6105,,confirmed,,SPDC,,2007-07-23,,,,,,,,,"16"" NUNR-KOLO CRK TL AT AGUOBIRI",,,,,,,BY,,,,,,,,,,,,,,,2010-05-19,,,,NOSDRA
6106,,confirmed,,SPDC,2007_00257,2007-07-23,,,,,,,,,"14"" Okodia-Rum T/L@ Ikarama",,,,,,,RI,,,,,,,,,,,,,,,,,,,NOSDRA
